代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
300713	英可瑞	2.18	13.78	0.30	14.08	14.08	0	0	--  	--  	--  	--  	--  	13.78	   281.60	0	  0.36	电气设备	深圳	0.00	13.78	0	0	--  	46	46	-7	64800	--  	--  	--  	          0.64	          8.85亿	         19.77亿	  0.00	      0	--  	--  	2	4.63	-9.76	9.28	0.15	--  	          5.60亿	--  	164.56	1.03	-- -- 				2.18	--  	--  	2.18	--  	--  	--  	--  	20191030	20171101	          1.43	--  	--  	9.71	7.23	          0.32	22.20	7.46	0.60	0.26	2.12	1.21	2.51	3.58	1.94	1.29	-0.04	0.00	-0.02	0.01	0.05	0.03	1.97	0.37	0.34	11584.00	          3510	4.84万	-87.56	-7.98	          2.73	53.54	10.20	0.00	0.037㈢	          5.04	0.00	          2.50	          1.38	          0.26	         74.46	   0.73㈢	         33.29	         -2.09	          2.72	0.37	477	300713	--  	--  	--  	
002948	青岛银行	2.17	5.54	0.12	5.66	5.66	0	0	--  	--  	--  	--  	--  	5.54	     9.63	0	  2.11	银行	山东	0.00	5.54	0	0	--  	2087	2087	-318	1181200	--  	--  	--  	          6.05	         33.52亿	        152.16亿	  0.00	      0	--  	--  	-1	2.97	-3.65	-5.30	-6.73	--  	         33.52亿	11.27	12.35	0.92	-- -- 				2.17	--  	--  	2.17	--  	--  	--  	--  	20200115	20190116	         45.10	--  	         17.63	3550.01	295.85	          5.50	91.51	0.00	28.54	1.58	0.00	0.00	0.00	83.38	71.89	0.00	24.46	9.26	24.45	19.85	19.47	19.40	28.45	-122.62	10.34	104747.00	          5776	3.20万	10.98	35.88	          1.13	-2.04	3.48	3.61	0.320㈢	          4.89	4.89	          1.85	          0.63	         -2.72	          8.33	   6.58㈢	--  	         34.02	         27.08	--  	3794	002948	--  	--  	--  	
603000	人民网	2.16	23.14	0.50	23.64	23.64	0	0	--  	--  	--  	--  	--  	23.14	   204.86	0	  0.67	互联网	北京	0.00	23.14	0	0	--  	1188	1188	-19	2808400	--  	--  	--  	         11.06	        255.86亿	        255.86亿	  0.00	      0	--  	--  	2	3.54	-3.58	22.43	16.93	--  	        111.16亿	106.70	119.62	1.51	-- -- 				2.16	--  	--  	2.16	--  	--  	--  	--  	20191031	20120427	         11.06	--  	--  	42.68	29.50	          2.80	24.34	31.52	3.46	0.32	10.17	0.27	5.16	7.98	12.17	6.68	1.45	0.39	1.44	1.24	0.94	0.83	8.50	2.21	-1.88	95742.00	          5017	11.61万	38.24	23.82	          8.67	115.74	21.02	0.56	0.085㈢	          2.67	0.00	          0.72	          0.77	          0.20	         69.12	   3.18㈢	         45.17	         11.89	          7.69	0.28	2843	603000	--  	--  	--  	
300177	中海达	2.14	11.68	0.25	11.93	11.93	0	0	--  	--  	--  	--  	--  	11.68	   144.72	0	  0.49	通信设备	广东	0.00	11.68	0	0	--  	1297	1297	189	1547300	--  	--  	--  	          5.04	         58.86亿	         78.80亿	  0.00	      0	--  	--  	2	-0.42	22.43	38.22	31.53	--  	         52.26亿	126.82	82.58	1.14	KDJ死叉				2.14	--  	--  	2.14	--  	--  	--  	--  	20200211	20110215	          6.75	--  	--  	32.63	19.08	          3.85	29.75	20.32	2.11	1.73	8.15	3.92	10.01	7.22	10.57	5.33	0.77	0.03	0.77	0.67	0.41	0.23	4.89	-1.85	-1.52	45501.00	          9833	11.49万	-44.90	26.78	          4.13	-42.55	7.46	0.12	0.061㈢	          2.83	0.00	          1.07	          0.72	         -0.27	         58.46	   2.14㈢	         49.56	          7.31	          3.87	1.56	2367	300177	--  	--  	--  	
300693	盛弘股份	2.13	18.77	0.40	19.17	19.17	0	0	--  	--  	--  	--  	--  	18.77	    47.01	0	  0.78	电气设备	深圳	0.00	18.77	0	0	--  	259	259	-7	496500	--  	--  	--  	          0.70	         13.22亿	         25.69亿	  0.00	      0	--  	--  	-2	-2.54	18.50	44.94	30.98	--  	         11.93亿	57.19	52.98	1.18	-- -- 				2.13	--  	--  	2.13	--  	--  	--  	--  	20200212	20170822	          1.37	--  	--  	10.03	6.40	--  	36.16	8.62	0.16	0.93	3.62	1.33	2.79	3.13	4.15	2.17	0.48	0.06	0.48	0.41	0.41	0.36	1.70	0.52	0.06	14210.00	          4474	8.40万	-8.01	5.82	          4.01	49.49	6.18	0.53	0.299㈢	          4.68	0.00	          2.28	          1.24	          0.38	         63.84	   6.40㈢	         47.82	         11.51	          9.87	0.42	683	300693	--  	--  	--  	
300087	荃银高科	2.11	14.68	0.31	14.99	14.99	0	0	--  	--  	--  	--  	--  	14.68	--  	0	  0.15	种植业	安徽	0.00	14.68	0	0	--  	253	253	-159	379200	--  	--  	--  	          3.94	         57.83亿	         63.17亿	  0.00	      0	--  	--  	1	-2.59	-4.80	83.96	44.92	--  	         29.12亿	79.06	92.46	1.31	MACD金叉				2.11	--  	--  	2.11	--  	--  	--  	--  	20191216	20100526	          4.30	--  	--  	17.62	7.01	          1.94	49.18	13.55	1.99	0.95	8.27	5.93	0.23	1.70	3.17	2.10	-0.57	0.11	-0.56	-0.56	-0.29	-0.44	1.35	0.75	-0.56	10140.00	         19561	28.72万	28.64	17.37	          9.01	84.38	19.93	0.20	-0.067㈢	          1.63	0.00	          0.39	          0.31	          0.17	         39.82	  -4.11㈢	         33.73	        -17.88	         -9.10	0.31	745	300087	--  	--  	--  	
300399	京天利	2.11	14.69	0.31	15.00	15.00	0	0	--  	--  	--  	--  	--  	14.69	--  	0	  4.24	互联网	北京	0.00	14.69	0	0	--  	1051	1051	175	1576500	--  	--  	--  	          1.34	         19.69亿	         29.03亿	  0.00	      0	--  	--  	2	13.01	1.66	17.52	6.60	--  	          9.88亿	106.52	115.63	1.23	-- -- 				2.11	--  	--  	2.11	--  	--  	--  	--  	20200206	20141009	          1.98	--  	--  	5.19	4.26	          0.11	15.86	4.46	0.16	0.17	0.22	0.02	0.63	0.21	4.26	3.55	0.41	0.04	-0.02	-0.01	-0.03	0.25	1.80	-0.25	-0.27	15615.00	          4309	6.33万	44.58	61.63	          6.82	-114.42	6.82	0.15	-0.014㈢	          2.15	0.00	          0.11	          0.91	         -0.13	         82.02	  -0.63㈢	         16.67	          9.57	         -0.63	0.10	360	300399	--  	--  	--  	
300440	运达科技	2.11	9.01	0.19	9.20	9.20	0	0	--  	--  	--  	--  	--  	9.01	    40.63	0	  0.08	软件服务	四川	0.00	9.01	0	0	--  	30	30	-121	27600	--  	--  	--  	          4.42	         39.81亿	         40.36亿	  0.00	      0	--  	--  	6	2.97	-3.94	14.92	11.65	--  	         17.84亿	34.96	38.32	0.78	-- -- 				2.11	--  	--  	2.11	--  	--  	--  	--  	20200103	20150423	          4.48	--  	--  	18.18	12.18	          0.17	32.09	15.57	1.38	0.23	5.76	3.87	5.50	0.38	3.56	1.60	0.78	0.02	0.79	0.70	0.75	0.67	6.91	0.03	-0.47	18668.00	         10604	9.55万	15.73	11.70	          3.32	1215.40	11.33	0.52	0.166㈢	          2.72	0.00	          0.08	          1.54	          0.01	         66.97	   6.12㈢	         55.21	         21.94	         20.92	0.49	778	300440	--  	--  	--  	
300330	华虹计通	2.11	9.96	0.21	10.17	10.17	0	0	--  	--  	--  	--  	--  	9.96	  1186.39	0	  0.67	软件服务	上海	0.00	9.96	0	0	--  	157	157	30	159700	--  	--  	--  	          1.68	         16.70亿	         16.73亿	  0.00	      0	--  	--  	2	2.06	-0.99	4.95	2.36	--  	         12.41亿	--  	--  	1.03	-- -- 				2.11	--  	--  	2.11	--  	--  	--  	--  	20200102	20120619	          1.68	--  	--  	5.52	3.70	--  	33.05	4.45	0.99	0.01	1.80	0.62	2.46	1.90	1.86	1.48	-0.01	0.02	-0.01	0.01	0.01	-0.00	-0.01	-0.29	-0.27	12630.00	          9866	9.83万	106.18	72.02	          4.53	-58.01	9.02	0.00	0.006㈢	          2.20	0.00	          1.13	         -0.01	         -0.17	         66.95	   0.29㈢	         20.04	         -0.28	          0.57	0.05	189	300330	--  	--  	--  	
000063	中兴通讯	2.11	45.55	0.96	46.51	46.51	0	0	--  	--  	--  	--  	--  	45.55	    38.15	0	  0.64	通信设备	深圳	0.00	45.55	0	0	--  	3592	3592	1471	16706400	--  	--  	--  	         34.72	       1581.51亿	       1755.33亿	  0.00	      0	--  	--  	5	4.63	21.76	45.25	28.71	--  	       1059.14亿	47.67	--  	1.20	多头排列				2.11	--  	--  	2.11	--  	--  	--  	--  	20200204	19971118	         46.09	--  	          7.56	1471.59	277.66	         32.97	78.89	1079.46	91.44	73.29	927.91	297.58	197.95	121.05	642.41	395.93	58.83	6.19	58.16	48.18	41.28	7.10	111.11	29.05	82.57	356796.00	          6517	29.68万	156.86	9.32	          6.93	72.26	3.27	0.00	0.980㈢	          6.57	6.57	          2.63	          2.41	          0.63	         18.87	  14.87㈢	         38.37	          9.16	          6.43	93.60	68240	000063	--  	--  	--  	
603679	华体科技	2.10	47.51	1.00	48.51	48.51	0	0	--  	--  	--  	--  	--  	47.51	    45.28	0	  0.18	电气设备	四川	0.00	47.51	0	0	--  	24	24	6	116400	--  	--  	--  	          0.40	         19.23亿	         48.49亿	  0.00	      0	--  	--  	1	2.86	0.89	11.00	15.32	--  	         16.79亿	46.79	68.74	1.14	-- -- 				2.10	--  	--  	2.10	--  	--  	--  	--  	20191203	20170621	          1.02	--  	--  	12.10	6.64	          0.03	44.87	9.23	0.87	0.27	4.93	1.10	4.59	2.34	5.25	3.28	1.04	0.00	1.03	0.80	0.80	0.80	3.23	-0.82	0.26	5088.00	          6946	33.00万	70.06	40.05	          7.30	-59.40	9.23	0.21	0.790㈢	          6.50	6.50	          2.29	          3.17	         -0.80	         54.88	  12.10㈢	         37.61	         19.73	         15.29	0.15	792	603679	--  	--  	--  	
000636	风华高科	2.10	22.40	0.47	22.87	22.87	0	0	--  	--  	--  	--  	--  	22.40	    42.56	0	  0.78	元器件	广东	0.00	22.40	0	0	--  	3277	3277	55	7494500	--  	--  	--  	          8.95	        200.53亿	        200.53亿	  0.00	      0	--  	--  	2	8.73	27.49	79.20	50.44	--  	        160.37亿	41.55	19.71	1.29	多头排列				2.10	--  	--  	2.10	--  	--  	--  	--  	20200122	19961129	          8.95	--  	--  	67.29	55.43	          1.02	16.12	30.77	21.39	1.06	9.25	4.59	5.75	24.07	23.87	17.59	4.25	0.53	4.22	3.60	3.53	2.96	16.77	5.00	0.63	102765.00	          6967	15.61万	-60.20	-32.02	          3.62	40.07	8.40	1.34	0.395㈢	          6.19	0.00	          2.69	          1.87	          0.56	         82.37	   6.38㈢	         26.30	         17.82	         14.80	0.89	6727	000636	--  	--  	--  	
300043	星辉娱乐	2.10	5.72	0.12	5.84	5.84	0	0	--  	--  	--  	--  	--  	5.72	    15.74	0	  1.79	文教休闲	广东	0.00	5.72	0	0	--  	2192	2192	-172	1280100	--  	--  	--  	          9.15	         52.33亿	         71.17亿	  0.00	      0	--  	--  	2	1.60	-3.05	15.32	11.50	--  	         35.67亿	19.49	29.84	1.20	-- -- 				2.10	--  	--  	2.10	--  	--  	--  	--  	20191110	20100120	         12.44	--  	--  	62.18	30.80	          0.00	50.46	14.17	13.13	7.33	21.37	0.77	6.66	0.91	20.60	9.95	3.83	-0.04	4.13	3.41	3.39	3.26	16.38	6.00	0.86	50495.00	         12349	7.06万	59.58	-8.05	          2.31	11.85	3.45	0.52	0.273㈢	          2.48	0.00	          0.07	          1.32	          0.48	         49.54	  11.01㈢	         51.68	         18.57	         16.46	0.20	2996	300043	--  	--  	--  	
688399	硕世生物	2.09	85.64	1.79	87.43	87.43	0	0	--  	--  	--  	--  	--  	85.64	    75.65	0	  0.13	医疗保健	江苏	0.00	85.64	0	0	--  	10	10	-4	87400	--  	--  	--  	          0.13	         11.42亿	         50.20亿	  0.00	      0	--  	--  	-3	-10.19	34.97	83.07	47.91	--  	         11.42亿	67.60	78.66	0.00	-- -- 				2.09	--  	--  	2.09	--  	--  	--  	--  	20191204	20191205	          0.59	--  	--  	4.45	3.74	--  	15.95	2.42	0.56	0.25	0.49	0.24	0.26	2.06	1.91	0.34	0.57	0.00	0.56	0.50	0.50	0.48	1.13	0.47	-0.08	14905.00	           895	7.66万	0.00	0.00	          5.09	106.52	26.34	0.00	0.849㈢	         16.83	16.83	          3.52	          1.92	          0.80	         84.05	  13.31㈢	         82.12	         29.75	         26.11	0.25	428	688399	--  	--  	--  	
002303	美盈森	2.09	5.27	0.11	5.38	5.38	0	0	--  	--  	--  	--  	--  	5.27	    20.02	0	  1.42	造纸	深圳	0.00	5.27	0	0	--  	1401	1401	-28	753700	--  	--  	--  	         15.31	         80.67亿	         80.70亿	  0.00	      0	--  	--  	2	4.15	-6.23	-1.13	-0.75	--  	         37.12亿	19.66	20.11	1.17	-- -- 				2.09	--  	--  	2.09	--  	--  	--  	--  	20191029	20091103	         15.31	--  	--  	70.12	50.05	          1.08	27.08	35.42	11.70	5.20	17.68	7.79	9.52	12.43	23.81	16.03	3.63	0.13	3.61	2.99	3.02	2.90	14.62	3.24	0.03	54718.00	         12872	6.78万	3.14	2.25	          1.54	24.93	3.39	3.80	0.197㈢	          3.43	3.43	          0.81	          0.96	          0.21	         71.37	   6.04㈢	         32.66	         15.26	         12.70	0.92	4344	002303	--  	--  	--  	
002222	福晶科技	2.08	13.43	0.28	13.71	13.71	0	0	--  	--  	--  	--  	--  	13.43	    38.96	0	  0.74	元器件	福建	0.00	13.43	0	0	--  	881	881	1	1207900	--  	--  	--  	          4.23	         56.80亿	         57.41亿	  0.00	      0	--  	--  	2	2.84	1.59	24.12	9.45	--  	         42.39亿	44.20	38.17	1.08	-- -- 				2.08	--  	--  	2.08	--  	--  	--  	--  	20200220	20080319	          4.28	--  	--  	10.57	9.45	          0.21	8.60	5.58	3.83	0.14	0.66	1.64	1.43	0.66	3.88	1.75	1.31	0.04	1.32	1.13	1.11	1.08	3.73	0.96	0.21	49000.00	          6441	8.65万	-15.66	0.37	          6.07	59.59	14.80	0.74	0.259㈢	          2.21	0.00	          0.16	          0.87	          0.23	         89.41	  11.69㈢	         54.87	         33.77	         28.48	0.33	1130	002222	--  	--  	--  	
603236	移远通信	2.08	244.41	5.09	249.50	249.50	0	0	--  	--  	--  	--  	--  	244.41	   175.03	0	  0.55	通信设备	上海	0.00	244.41	0	0	--  	27	27	0	673700	--  	--  	--  	          0.22	         54.50亿	        217.96亿	  0.00	      0	--  	--  	2	0.36	28.45	60.83	67.52	--  	         54.50亿	133.24	120.77	1.58	多头排列				2.08	--  	--  	2.08	--  	--  	--  	--  	20191031	20190716	          0.89	--  	--  	27.35	16.58	--  	39.38	24.87	1.29	0.53	10.77	8.30	4.81	11.70	28.55	22.45	0.91	0.00	0.91	0.93	0.93	0.88	3.71	-3.46	3.98	16406.00	          1359	33.22万	0.00	0.00	         13.15	-62.98	7.63	0.00	1.300㈢	         18.59	0.00	         13.12	          4.16	         -3.88	         60.62	   5.63㈢	         21.38	          3.19	          3.27	2.22	1059	603236	--  	--  	--  	
600107	美尔雅	2.07	6.28	0.13	6.41	6.41	0	0	--  	--  	--  	--  	--  	6.28	    40.96	0	  0.40	服饰	湖北	0.00	6.28	0	0	--  	195	195	2	125000	--  	--  	--  	          3.60	         22.61亿	         22.61亿	  0.00	      0	--  	--  	6	2.95	-5.85	-4.56	-7.78	--  	         18.00亿	41.98	262.73	1.07	-- -- 				2.07	--  	--  	2.07	--  	--  	--  	--  	20191031	19971106	          3.60	--  	--  	10.63	6.09	          0.37	39.21	6.21	1.49	0.31	3.76	2.48	0.61	1.79	3.18	2.04	0.45	0.54	0.45	0.41	0.41	-0.08	0.45	-0.03	-1.21	29525.00	          9707	6.10万	1172.79	2.86	          3.71	-650.63	7.10	0.00	0.115㈢	          1.69	0.00	          0.50	          0.13	         -0.01	         57.30	   6.79㈢	         36.01	         14.14	         13.00	--  	3096	600107	--  	--  	--  	
600358	国旅联合	2.07	3.87	0.08	3.95	3.95	0	0	--  	--  	--  	--  	--  	3.87	--  	0	  0.99	旅游服务	江苏	0.00	3.87	0	0	--  	358	358	-31	141400	--  	--  	--  	          5.05	         19.54亿	         19.54亿	  0.00	      0	--  	--  	-2	4.60	-15.13	4.03	-7.86	--  	         13.87亿	--  	--  	1.37	-- -- 				2.07	--  	--  	2.07	--  	--  	--  	--  	20191030	20000922	          5.05	--  	--  	7.98	4.51	          1.05	30.34	5.43	0.25	0.04	2.42	0.14	1.87	3.55	2.56	1.94	0.19	0.01	0.19	0.13	-0.02	-0.04	-4.09	-0.83	-0.61	41089.00	          8724	3.38万	86.89	30.59	          4.33	-23.65	7.64	0.00	-0.004㈢	          0.89	0.00	          0.70	         -0.81	         -0.16	         56.47	  -0.49㈢	         24.03	          7.26	         -0.86	--  	148	600358	--  	--  	--  	
603286	日盈电子	2.06	16.99	0.35	17.34	17.34	0	0	--  	--  	--  	--  	--  	16.99	    73.88	0	  0.67	汽车配件	江苏	0.00	16.99	0	0	--  	93	93	310	161300	--  	--  	--  	          0.46	          7.77亿	         14.96亿	  0.00	      0	--  	--  	6	3.09	0.89	17.09	8.98	--  	          6.47亿	68.01	67.75	1.30	-- -- 				2.06	--  	--  	2.06	--  	--  	--  	--  	20191031	20170627	          0.88	--  	--  	8.51	4.43	          0.13	46.35	4.41	2.41	0.49	3.15	1.03	1.35	1.92	2.98	2.22	0.17	0.02	0.17	0.15	0.15	0.13	1.38	0.24	0.42	8362.00	          4553	7.74万	-0.56	21.40	          3.38	62.75	5.03	0.45	0.172㈢	          5.03	0.00	          2.18	          1.57	          0.27	         52.09	   3.43㈢	         25.25	          5.66	          5.10	0.17	965	603286	--  	--  	--  	
603022	新通联	2.06	17.49	0.36	17.85	17.85	0	0	--  	--  	--  	--  	--  	17.49	   102.47	0	  0.32	广告包装	上海	0.00	17.49	0	0	--  	68	68	-257	121400	--  	--  	--  	          2.00	         34.98亿	         34.98亿	  0.00	      0	--  	--  	1	-0.63	34.44	-1.69	37.39	--  	         12.14亿	139.51	111.71	0.67	多头排列				2.06	--  	--  	2.06	--  	--  	--  	--  	20191030	20150518	          2.00	--  	--  	8.35	6.34	--  	24.05	4.18	1.98	0.99	1.81	0.97	1.57	1.35	4.98	3.99	0.29	0.00	0.29	0.26	0.26	0.22	2.77	0.64	-0.76	16168.00	          4292	7.51万	-19.60	1.61	          5.52	54.57	7.02	0.27	0.128㈢	          3.17	0.00	          0.67	          1.38	          0.32	         75.95	   4.04㈢	         20.01	          5.78	          5.14	0.08	1118	603022	--  	--  	--  	
300639	凯普生物	2.05	30.18	0.62	30.80	30.80	0	0	--  	--  	--  	--  	--  	30.18	    45.80	0	  1.11	医疗保健	广东	0.00	30.18	0	0	--  	408	408	56	1256600	--  	--  	--  	          1.03	         31.20亿	         64.12亿	  0.00	      0	--  	--  	-1	-7.58	10.71	4.28	23.49	--  	         31.20亿	45.62	56.21	0.32	-- -- 				2.05	--  	--  	2.05	--  	--  	--  	--  	20200214	20170412	          2.12	--  	--  	12.40	10.38	          1.06	7.75	6.44	3.42	0.95	0.86	0.53	3.16	4.24	5.18	0.97	1.12	0.08	1.09	0.98	1.05	0.99	4.55	0.50	-0.09	16116.00	          6415	19.36万	33.72	27.88	          5.92	128.17	12.39	0.69	0.490㈢	          5.10	5.10	          1.99	          2.14	          0.24	         83.73	  10.12㈢	         81.19	         21.55	         20.28	0.40	1180	300639	--  	--  	--  	
600498	烽火通信	2.05	26.31	0.54	26.85	26.85	0	0	--  	--  	--  	--  	--  	26.31	    37.30	0	  0.93	通信设备	湖北	0.00	26.31	0	0	--  	773	773	567	2075500	--  	--  	--  	         11.07	        291.24亿	        308.09亿	  0.00	      0	--  	--  	2	1.39	-3.59	0.65	-4.15	--  	        163.03亿	37.02	36.51	1.31	-- -- 				2.05	--  	--  	2.05	--  	--  	--  	--  	20191101	20010823	         11.71	--  	--  	314.84	102.55	          5.36	65.73	242.78	23.08	6.78	196.27	106.09	97.25	55.00	177.75	138.77	6.61	1.59	6.61	6.46	6.19	5.98	38.91	-34.65	-17.57	87958.00	          7045	18.53万	-1.86	2.32	          3.00	-8.89	1.73	1.29	0.529㈢	          8.76	0.00	          4.70	          3.32	         -2.96	         32.57	   6.04㈢	         21.93	          3.72	          3.48	19.44	15044	600498	--  	--  	--  	
300068	南都电源	2.04	13.22	0.27	13.49	13.49	0	0	--  	--  	--  	--  	--  	13.22	    26.51	0	  0.19	电气设备	浙江	0.00	13.22	0	0	--  	270	270	-292	364200	--  	--  	--  	          8.25	        109.08亿	        116.37亿	  0.00	      0	--  	--  	-1	-2.65	12.80	29.86	22.63	--  	         75.78亿	84.67	48.08	1.08	-- -- 				2.04	--  	--  	2.04	--  	--  	--  	--  	20200117	20100421	          8.80	--  	--  	134.40	64.28	         -0.87	52.82	70.78	34.34	3.04	59.43	31.80	23.92	38.76	64.78	57.34	2.70	0.68	2.65	2.64	3.29	1.06	15.58	-0.79	-3.70	49386.00	         11607	15.35万	-24.11	-1.67	          1.79	-147.87	1.80	0.00	0.380㈢	          7.38	7.38	          4.40	          1.77	         -0.09	         47.83	   5.12㈢	         11.49	          4.16	          5.08	1.48	7343	300068	--  	--  	--  	
600996	贵广网络	2.03	9.34	0.19	9.53	9.53	0	0	--  	--  	--  	--  	--  	9.34	    43.13	0	  0.42	影视音像	贵州	0.00	9.34	0	0	--  	676	676	-40	644200	--  	--  	--  	         10.52	         98.23亿	         98.23亿	  0.00	      0	--  	--  	-1	4.36	2.86	14.32	16.02	--  	         33.71亿	42.68	31.51	1.47	KDJ死叉				2.03	--  	--  	2.03	--  	--  	--  	--  	20200106	20161226	         10.52	--  	--  	140.36	46.74	          0.78	66.14	47.98	54.62	0.79	53.28	2.35	21.14	16.70	21.85	14.97	1.69	0.00	1.70	1.69	1.71	1.31	15.95	0.52	2.00	49354.00	          7314	6.83万	-32.32	8.42	          2.17	187.72	4.50	0.96	0.160㈢	          4.30	4.30	          1.59	          1.52	          0.05	         33.30	   3.65㈢	         31.50	          7.75	          7.82	1.11	6423	600996	--  	--  	--  	
002859	洁美科技	2.03	47.24	0.96	48.20	48.20	0	0	--  	--  	--  	--  	--  	47.24	    95.64	0	  0.27	元器件	浙江	0.00	47.24	0	0	--  	43	43	-52	207300	--  	--  	--  	          1.10	         51.76亿	        122.10亿	  0.00	      0	--  	--  	2	4.45	24.25	57.15	36.49	--  	         51.76亿	73.19	44.35	0.99	上穿BOLL上轨				2.03	--  	--  	2.03	--  	--  	--  	--  	20191230	20170407	          2.58	--  	--  	20.40	15.83	--  	22.43	9.97	7.34	1.11	1.97	2.51	3.00	7.08	6.56	4.32	1.04	0.01	1.04	0.96	0.96	0.93	5.92	3.05	0.41	11608.00	          9439	44.59万	-53.11	-34.55	          7.72	40.01	18.62	0.72	0.370㈢	          6.12	0.00	          2.74	          2.29	          1.18	         77.57	   6.05㈢	         34.08	         15.93	         14.60	0.51	2204	002859	--  	--  	--  	
300442	普丽盛	2.03	18.22	0.37	18.59	18.59	0	0	--  	--  	--  	--  	--  	18.22	    72.14	0	  1.45	轻工机械	上海	0.00	18.22	0	0	--  	136	136	-4	252800	--  	--  	--  	          0.72	         13.15亿	         18.22亿	  0.00	      0	--  	--  	-1	-0.32	15.03	26.97	19.95	--  	          8.26亿	--  	--  	1.15	KDJ金叉				2.03	--  	--  	2.03	--  	--  	--  	--  	20191026	20150424	          1.00	--  	--  	16.48	7.46	         -0.09	55.28	11.34	2.97	0.65	8.51	6.59	3.14	5.16	4.20	3.08	0.19	-0.02	0.19	0.16	0.19	-0.11	1.09	-1.25	0.44	10256.00	          4422	8.06万	166.20	-1.31	          2.44	-14.56	4.34	0.00	0.189㈢	          7.46	0.00	          5.16	          1.09	         -1.25	         45.26	   2.54㈢	         26.64	          4.46	          4.51	0.18	817	300442	--  	--  	--  	
