代码	名称	涨幅%	现价	涨跌	买价	卖价	总量	现量	涨速%	换手%	今开	最高	最低	昨收	市盈(动)	总金额	量比	细分行业	地区	振幅%	均价	内盘	外盘	内外比	买量	卖量	未匹配量	开盘金额	开盘换手Z	封成比	封单额	流通股(亿)	流通市值	AB股总市值	强弱度%	活跃度	笔均量	笔换手	连涨天	3日涨幅%	20日涨幅%	60日涨幅%	年初至今%	换手Z	流通市值Z	市盈(TTM)	市盈(静)	贝塔系数	近日指标提示	短期形态	中期形态	长期形态	开盘%	最高%	最低%	均涨幅%	实体涨幅%	回头波%	攻击波%	现均差%	财务更新	上市日期	总股本(亿)	B/A股(亿)	H股(亿)	总资产(亿)	净资产(亿)	少数股权(亿)	资产负债率%	流动资产(亿)	固定资产(亿)	无形资产(亿)	流动负债(亿)	存货(亿)	应收帐款(亿)	资本公积金(亿)	营业收入(亿)	营业成本(亿)	营业利润(亿)	投资收益(亿)	利润总额(亿)	税后利润(亿)	净利润(亿)	扣非净利润(亿)	未分利润(亿)	经营现金流(亿)	总现金流(亿)	股东人数	人均持股	人均市值	利润同比%	收入同比%	市净率	市现率	市销率	股息率%	每股收益	每股净资	调整后净资	每股公积	每股未分配	每股现金流	权益比%	净益率%	毛利率%	营业利润率%	净利润率%	研发费用(亿)	员工人数	交易代码	自选日	自选价	自选收益%	
300508	维宏股份	2.35	29.30	0.69	29.99	29.99	0	0	--  	--  	--  	--  	--  	29.30	    70.01	0	  1.12	软件服务	上海	0.00	29.30	0	0	--  	67	67	-22	200900	--  	--  	--  	          0.41	         12.11亿	         26.64亿	  0.00	      0	--  	--  	2	5.32	-5.85	10.73	2.02	--  	          7.22亿	--  	--  	1.05	-- -- 				2.35	--  	--  	2.35	--  	--  	--  	--  	20191105	20160419	          0.91	--  	--  	5.80	4.99	--  	14.04	3.87	1.02	0.45	0.69	0.28	0.20	1.66	1.44	0.53	0.27	0.39	0.29	0.29	0.29	-0.21	2.13	0.05	-0.12	10833.00	          2275	6.66万	741.32	-17.13	          5.34	590.49	18.55	0.00	0.314㈢	          5.49	0.00	          1.83	          2.35	          0.05	         85.96	   5.72㈢	         63.06	         19.07	         19.87	0.52	615	300508	--  	--  	--  	
000561	烽火电子	2.34	6.84	0.16	7.00	7.00	0	0	--  	--  	--  	--  	--  	6.84	   796.79	0	  0.91	通信设备	陕西	0.00	6.84	0	0	--  	483	483	-50	338100	--  	--  	--  	          5.96	         40.80亿	         41.36亿	  0.00	      0	--  	--  	1	1.03	-5.00	12.13	-6.30	--  	         18.29亿	49.66	47.81	0.80	-- -- 				2.34	--  	--  	2.34	--  	--  	--  	--  	20191031	19940509	          6.05	--  	--  	30.69	13.79	          1.27	50.94	24.10	2.53	1.00	13.38	7.87	9.33	2.10	6.91	4.05	0.05	0.03	0.06	0.04	0.04	0.00	6.20	-0.79	-1.26	50383.00	          5307	3.63万	-45.26	-1.82	          3.00	-52.04	5.98	0.00	0.006㈢	          2.28	0.00	          0.35	          1.02	         -0.13	         44.91	   0.28㈢	         41.42	          0.70	          0.56	1.07	2996	000561	--  	--  	--  	
300319	麦捷科技	2.34	14.98	0.35	15.33	15.33	0	0	--  	--  	--  	--  	--  	14.98	   104.48	0	  0.68	元器件	深圳	0.00	14.98	0	0	--  	1714	1714	743	2627600	--  	--  	--  	          6.48	         97.09亿	        104.43亿	  0.00	      0	--  	--  	9	11.97	14.00	37.31	18.42	--  	         64.48亿	94.08	79.30	1.10	上穿BOLL上轨				2.34	--  	--  	2.34	--  	--  	--  	--  	20200214	20120523	          6.97	--  	--  	33.24	20.93	          0.75	34.80	17.85	6.92	0.87	9.96	7.42	6.70	12.53	12.32	10.38	0.98	0.00	0.99	0.86	0.75	0.50	1.13	0.52	-1.49	33542.00	         12833	19.22万	-21.63	-1.01	          4.98	201.82	8.47	0.00	0.110㈢	          3.01	3.01	          1.80	          0.16	          0.07	         62.95	   3.58㈢	         15.74	          7.97	          6.08	0.43	3089	300319	--  	--  	--  	
600510	黑牡丹	2.33	6.86	0.16	7.02	7.02	0	0	--  	--  	--  	--  	--  	6.86	     8.41	0	  3.28	全国地产	江苏	0.00	6.86	0	0	--  	747	747	-343	524400	--  	--  	--  	         10.47	         71.83亿	         71.83亿	  0.00	      0	--  	--  	3	3.78	-0.29	8.37	2.39	--  	         22.45亿	6.04	10.85	1.22	-- -- 				2.33	--  	--  	2.33	--  	--  	--  	--  	20191026	20020618	         10.47	--  	--  	295.88	82.56	         14.03	67.36	252.19	7.62	0.35	154.62	108.20	43.32	29.87	61.06	35.50	15.55	0.39	15.56	11.49	6.41	6.38	35.55	31.13	20.87	24639.00	         13284	9.11万	462.60	110.07	          0.87	2.31	1.18	2.78	0.612㈢	          7.88	0.00	          2.85	          3.39	          2.97	         27.90	   7.76㈢	         41.86	         25.47	         10.49	0.29	2942	600510	--  	--  	--  	
002009	天奇股份	2.33	9.44	0.22	9.66	9.66	0	0	--  	--  	--  	--  	--  	9.44	    36.22	0	  1.05	工程机械	江苏	0.00	9.44	0	0	--  	1096	1096	-383	1058700	--  	--  	--  	          3.12	         29.42亿	         34.98亿	  0.00	      0	--  	--  	-1	2.84	8.51	34.47	23.40	--  	         19.71亿	47.43	25.27	1.06	KDJ死叉				2.33	--  	--  	2.33	--  	--  	--  	--  	20191022	20040629	          3.71	--  	--  	60.42	20.26	          2.24	62.76	40.07	7.68	4.53	36.36	11.08	16.02	8.16	22.44	18.14	0.77	0.04	0.83	0.64	0.72	0.45	7.61	-1.99	-4.41	33843.00	          6170	5.82万	-47.18	-10.52	          1.73	-17.60	1.56	0.60	0.195㈢	          5.47	0.00	          2.20	          2.05	         -0.54	         33.53	   3.58㈢	         19.13	          3.42	          3.23	0.70	2998	002009	--  	--  	--  	
300727	润禾材料	2.33	14.60	0.34	14.94	14.94	0	0	--  	--  	--  	--  	--  	14.60	    30.75	0	  0.13	化工原料	浙江	0.00	14.60	0	0	--  	11	11	-36	16400	--  	--  	--  	          0.39	          5.63亿	         18.52亿	  0.00	      0	--  	--  	5	4.07	-4.95	2.03	-1.88	--  	          5.63亿	33.07	28.00	0.90	-- -- 				2.33	--  	--  	2.33	--  	--  	--  	--  	20191026	20171127	          1.27	--  	--  	6.81	5.55	--  	18.45	3.94	1.40	0.52	1.20	0.57	1.59	2.21	4.59	3.28	0.54	0.01	0.54	0.45	0.45	0.42	1.74	1.08	0.82	9959.00	          3875	5.66万	-18.33	-5.55	          3.34	17.09	4.04	1.03	0.356㈢	          4.38	0.00	          1.74	          1.37	          0.85	         81.55	   8.14㈢	         28.41	         11.86	          9.85	0.19	384	300727	--  	--  	--  	
002194	武汉凡谷	2.32	21.99	0.51	22.50	22.50	0	0	--  	--  	--  	--  	--  	21.99	    79.15	0	  0.93	通信设备	湖北	0.00	21.99	0	0	--  	1041	1041	-235	2342300	--  	--  	--  	          3.72	         81.73亿	        124.17亿	  0.00	      0	--  	--  	1	13.81	7.27	13.18	13.64	--  	         32.54亿	34.55	65.76	1.13	EXPMA金叉				2.32	--  	--  	2.32	--  	--  	--  	--  	20191024	20071207	          5.65	--  	--  	22.24	17.22	--  	22.57	16.24	3.47	0.86	4.69	2.82	4.55	8.25	11.98	9.15	1.21	0.05	1.21	1.18	1.18	1.14	1.57	1.26	-3.54	58079.00	          2548	5.60万	322.49	41.48	          7.21	98.36	10.37	0.22	0.208㈢	          3.05	0.00	          1.46	          0.28	          0.22	         77.43	   6.83㈢	         23.64	         10.12	          9.82	0.72	3336	002194	--  	--  	--  	
600366	宁波韵升	2.31	6.49	0.15	6.64	6.64	0	0	--  	--  	--  	--  	--  	6.49	   102.76	0	  0.54	电器仪表	浙江	0.00	6.49	0	0	--  	809	809	-30	537200	--  	--  	--  	          9.89	         64.19亿	         64.19亿	  0.00	      0	--  	--  	2	2.21	-3.85	1.56	-2.55	--  	         43.05亿	90.52	71.86	1.24	-- -- 				2.31	--  	--  	2.31	--  	--  	--  	--  	20191022	20001030	          9.89	--  	--  	57.24	42.57	          0.70	24.40	34.21	11.53	1.25	13.76	7.88	5.49	1.47	13.47	11.05	0.59	0.34	0.59	0.44	0.47	0.24	29.22	0.95	-2.22	87619.00	          7571	4.91万	-28.21	-12.35	          1.51	67.37	4.77	1.51	0.047㈢	          4.30	0.00	          0.15	          2.95	          0.10	         74.37	   1.10㈢	         17.96	          4.38	          3.48	1.03	3418	600366	--  	--  	--  	
300453	三鑫医疗	2.31	9.11	0.21	9.32	9.32	0	0	--  	--  	--  	--  	--  	9.11	    44.94	0	  0.87	医疗保健	江西	0.00	9.11	0	0	--  	306	306	6	285200	--  	--  	--  	          1.51	         13.72亿	         23.93亿	  0.00	      0	--  	--  	2	-3.81	17.70	19.24	20.66	--  	         11.12亿	46.13	58.17	0.00	-- -- 				2.31	--  	--  	2.31	--  	--  	--  	--  	20191213	20150515	          2.63	--  	--  	11.15	6.39	          0.46	38.64	4.28	3.80	0.66	4.05	1.37	1.41	0.96	4.81	3.21	0.50	0.00	0.49	0.41	0.40	0.33	2.71	0.47	-0.62	16020.00	          7622	6.94万	36.77	28.69	          3.75	50.54	4.97	0.68	0.152㈢	          2.43	0.00	          0.37	          1.03	          0.18	         57.26	   6.25㈢	         33.43	         10.28	          8.30	0.08	1511	300453	--  	--  	--  	
603825	华扬联众	2.30	31.76	0.73	32.49	32.49	0	0	--  	--  	--  	--  	--  	31.76	    65.11	0	  0.34	互联网	北京	0.00	31.76	0	0	--  	132	132	-473	428900	--  	--  	--  	          0.95	         30.10亿	         73.37亿	  0.00	      0	--  	--  	1	1.37	39.30	89.27	64.13	--  	         26.12亿	51.54	57.16	1.27	KDJ金叉				2.30	--  	--  	2.30	--  	--  	--  	--  	20191030	20170802	          2.31	--  	--  	71.29	15.47	          0.00	78.30	67.39	0.31	0.09	54.93	3.46	55.12	6.40	76.89	68.58	0.96	-0.11	0.97	0.85	0.85	0.85	6.61	4.59	-0.71	12108.00	          6793	21.57万	19.84	2.55	          4.74	15.97	0.95	0.79	0.366㈢	          6.70	0.00	          2.77	          2.86	          1.99	         21.70	   5.46㈢	         10.81	          1.25	          1.10	2.15	2105	603825	--  	--  	--  	
002643	万润股份	2.30	20.04	0.46	20.50	20.50	0	0	--  	--  	--  	--  	--  	20.04	    37.30	0	  0.70	化工原料	山东	0.00	20.04	0	0	--  	706	706	45	1447300	--  	--  	--  	          9.09	        182.19亿	        182.19亿	  0.00	      0	--  	--  	6	21.75	21.38	58.42	31.93	--  	         98.21亿	36.10	40.99	1.13	多头排列				2.30	--  	--  	2.30	--  	--  	--  	--  	20191026	20111220	          9.09	--  	--  	57.08	46.94	          1.87	14.47	24.85	14.05	2.49	7.79	11.50	3.08	20.79	19.43	11.18	4.43	0.06	4.43	3.86	3.66	3.55	14.15	5.70	2.01	24329.00	         20142	40.37万	19.64	5.03	          3.88	31.98	9.38	0.88	0.403㈢	          5.16	0.00	          2.29	          1.56	          0.63	         82.25	   7.80㈢	         42.45	         22.82	         18.86	1.45	3250	002643	--  	--  	--  	
002341	新纶科技	2.29	6.99	0.16	7.15	7.15	0	0	--  	--  	--  	--  	--  	6.99	   149.40	0	  0.76	化工原料	深圳	0.00	6.99	0	0	--  	1893	1893	-130	1353500	--  	--  	--  	          8.67	         60.61亿	         80.54亿	  0.00	      0	--  	--  	2	-1.27	20.52	26.86	23.06	--  	         53.27亿	226.91	26.75	0.00	KDJ金叉				2.29	--  	--  	2.29	--  	--  	--  	--  	20191230	20100122	         11.52	--  	--  	96.88	51.58	         -0.12	46.88	41.73	20.08	4.98	35.69	7.53	17.33	32.30	24.42	19.64	0.43	0.01	0.43	0.38	0.40	0.12	7.49	-5.88	-6.73	66045.00	         11539	8.07万	-86.79	-3.45	          1.56	-13.69	3.30	0.39	0.035㈢	          4.48	0.00	          2.80	          0.65	         -0.51	         53.24	   0.78㈢	         19.55	          1.76	          1.66	0.69	2969	002341	--  	--  	--  	
600143	金发科技	2.29	9.19	0.21	9.40	9.40	0	0	--  	--  	--  	--  	--  	9.19	    18.78	0	  0.84	塑料	广东	0.00	9.19	0	0	--  	3054	3054	-1316	2870800	--  	--  	--  	         25.74	        236.52亿	        236.52亿	  0.00	      0	--  	--  	2	-1.29	1.10	38.82	26.24	--  	        156.58亿	25.87	37.90	1.07	-- -- 				2.29	--  	--  	2.29	--  	--  	--  	--  	20191220	20040623	         25.74	--  	--  	284.47	102.31	          1.45	63.53	123.03	105.21	22.94	127.70	29.78	36.40	34.85	203.76	171.79	10.73	0.61	10.80	9.53	9.44	7.77	42.01	18.72	12.39	80633.00	         21131	19.42万	44.34	9.85	          2.31	12.63	1.16	1.11	0.360㈢	          3.98	0.00	          1.35	          1.63	          0.73	         35.96	   9.23㈢	         15.69	          5.27	          4.63	7.81	6749	600143	--  	--  	--  	
300414	中光防雷	2.26	11.93	0.27	12.20	12.20	0	0	--  	--  	--  	--  	--  	11.93	    66.74	0	  0.67	元器件	四川	0.00	11.93	0	0	--  	210	210	217	256200	--  	--  	--  	          3.01	         35.87亿	         38.74亿	  0.00	      0	--  	--  	2	3.20	-5.62	-0.83	-1.65	--  	         13.26亿	60.17	72.30	0.87	-- -- 				2.26	--  	--  	2.26	--  	--  	--  	--  	20191025	20150513	          3.25	--  	--  	10.05	8.75	         -0.02	13.20	8.54	0.72	0.13	1.19	0.87	2.09	1.18	2.97	1.92	0.47	0.10	0.48	0.41	0.44	0.40	3.87	0.08	-0.20	23640.00	          4700	5.61万	32.98	15.39	          4.43	461.02	13.03	0.35	0.170㈢	          2.69	0.00	          0.36	          1.19	          0.03	         87.03	   4.98㈢	         35.46	         15.97	         14.64	0.26	707	300414	--  	--  	--  	
002030	达安基因	2.25	14.65	0.33	14.98	14.98	0	0	--  	--  	--  	--  	--  	14.65	   109.29	0	  0.49	生物制药	广东	0.00	14.65	0	0	--  	794	794	-33	1189400	--  	--  	--  	          7.60	        111.36亿	        116.82亿	  0.00	      0	--  	--  	1	-2.14	30.34	38.34	27.39	--  	         74.41亿	113.10	115.00	0.00	KDJ金叉				2.25	--  	--  	2.25	--  	--  	--  	--  	20200219	20040809	          7.97	--  	--  	40.77	23.49	          4.25	31.96	20.13	2.94	0.96	11.53	2.05	7.11	6.82	7.68	3.72	0.86	-0.07	0.86	0.68	0.80	0.69	2.81	1.96	-1.27	117000.00	          4341	6.36万	2.18	-35.27	          4.97	59.74	15.21	0.28	0.101㈢	          2.95	0.00	          0.86	          0.35	          0.25	         57.61	   3.41㈢	         51.49	         11.15	         10.44	0.56	926	002030	--  	--  	--  	
603003	龙宇燃油	2.25	7.55	0.17	7.72	7.72	0	0	--  	--  	--  	--  	--  	7.55	--  	0	  0.27	石油贸易	上海	0.00	7.55	0	0	--  	112	112	-17	86500	--  	--  	--  	          4.17	         31.45亿	         31.45亿	  0.00	      0	--  	--  	-2	-0.79	-4.43	-10.97	-7.02	--  	         17.63亿	--  	49.50	1.15	-- -- 				2.25	--  	--  	2.25	--  	--  	--  	--  	20200208	20120817	          4.17	--  	--  	62.46	38.67	          1.27	36.05	44.80	11.05	3.56	21.95	4.06	12.24	33.53	104.15	103.56	-0.31	0.33	-0.29	-0.31	-0.30	-0.59	1.39	-5.24	-9.55	15220.00	         15342	11.58万	-163.97	-19.28	          0.81	-6.00	0.30	0.00	-0.072㈢	          9.28	0.00	          8.05	          0.33	         -1.26	         61.92	  -0.77㈢	          0.57	         -0.30	         -0.29	--  	135	603003	--  	--  	--  	
603786	科博达	2.25	67.97	1.53	69.50	69.50	0	0	--  	--  	--  	--  	--  	67.97	    63.56	0	  0.40	汽车配件	上海	0.00	67.97	0	0	--  	21	21	0	146000	--  	--  	--  	          0.40	         27.26亿	        271.95亿	  0.00	      0	--  	--  	-1	-3.72	4.03	39.00	30.34	--  	         27.26亿	56.75	56.28	0.47	-- -- 				2.25	--  	--  	2.25	--  	--  	--  	--  	20191031	20191015	          4.00	--  	--  	29.07	20.54	          1.00	25.90	19.37	5.57	1.06	7.09	6.26	7.09	6.22	20.74	13.69	4.20	0.33	4.20	3.66	3.21	3.11	10.41	4.09	1.02	42083.00	           953	6.48万	0.00	0.00	          8.85	66.43	13.11	0.00	0.890㈢	          7.68	7.68	          1.55	          2.60	          1.02	         70.66	  15.62㈢	         33.99	         20.24	         15.47	1.28	1914	603786	--  	--  	--  	
000426	兴业矿业	2.25	6.22	0.14	6.36	6.36	0	0	--  	--  	--  	--  	--  	6.22	--  	0	  0.92	铅锌	内蒙	0.00	6.22	0	0	--  	1408	1408	4877	895500	--  	--  	--  	         14.61	         90.88亿	        114.27亿	  0.00	      0	--  	--  	10	11.27	12.07	47.74	25.15	--  	         40.48亿	--  	--  	0.89	上穿BOLL上轨				2.25	--  	--  	2.25	--  	--  	--  	--  	20200221	19960828	         18.37	--  	--  	90.05	51.58	          0.06	42.66	5.98	29.63	34.57	29.08	2.14	0.86	22.45	5.64	2.82	-0.78	0.01	-1.14	-1.03	-1.03	-0.67	7.83	2.75	-0.12	41892.00	         15534	9.66万	-118.14	-68.39	          2.22	41.54	20.26	0.00	-0.056㈢	          2.81	0.00	          1.22	          0.43	          0.15	         57.27	  -1.99㈢	         49.98	        -13.75	        -18.23	--  	378	000426	--  	--  	--  	
688108	赛诺医疗	2.25	19.56	0.44	20.00	20.00	0	0	--  	--  	--  	--  	--  	19.56	    91.46	0	  0.11	医疗保健	天津	0.00	19.56	0	0	--  	23	23	-105	46000	--  	--  	--  	          0.45	          8.84亿	         80.20亿	  0.00	      0	--  	--  	-4	-6.09	10.01	17.55	20.30	--  	          8.84亿	89.92	89.92	1.13	-- -- 				2.25	--  	--  	2.25	--  	--  	--  	--  	20191029	20191030	          4.10	--  	--  	8.65	7.68	--  	11.20	5.00	0.81	0.24	0.72	0.73	0.78	2.88	3.10	0.51	0.78	0.00	0.78	0.66	0.66	0.65	1.01	0.50	-1.03	31956.00	          1414	2.76万	0.00	0.00	          7.46	159.51	25.86	0.00	0.160㈢	          2.62	2.62	          0.70	          0.25	          0.12	         88.80	   8.57㈢	         83.50	         25.08	         21.20	0.64	471	688108	--  	--  	--  	
300469	信息发展	2.25	16.03	0.36	16.39	16.39	0	0	--  	--  	--  	--  	--  	16.03	  4039.70	0	  0.40	软件服务	上海	0.00	16.03	0	0	--  	135	135	-121	221300	--  	--  	--  	          1.66	         26.57亿	         32.88亿	  0.00	      0	--  	--  	2	2.23	-4.75	-4.81	-0.19	--  	         15.59亿	86.27	73.39	1.13	-- -- 				2.25	--  	--  	2.25	--  	--  	--  	--  	20191030	20150611	          2.05	--  	--  	14.52	4.69	          0.61	63.53	10.40	0.12	0.32	7.23	4.35	4.62	0.54	4.65	3.06	-0.03	0.00	-0.03	-0.03	0.01	-0.10	2.04	-1.71	-1.40	15653.00	          6211	9.96万	-91.63	25.97	          7.01	-19.27	7.07	0.11	0.003㈢	          2.29	0.00	          0.26	          0.99	         -0.83	         32.30	   0.13㈢	         34.23	         -0.71	          0.13	0.46	1736	300469	--  	--  	--  	
603086	先达股份	2.24	22.77	0.51	23.28	23.28	0	0	--  	--  	--  	--  	--  	22.77	    12.71	0	  0.33	农药化肥	山东	0.00	22.77	0	0	--  	57	57	-96	132700	--  	--  	--  	          0.73	         16.51亿	         25.50亿	  0.00	      0	--  	--  	-4	-2.15	-5.40	-2.90	-8.85	--  	          9.51亿	11.47	10.16	1.29	阶段放量				2.24	--  	--  	2.24	--  	--  	--  	--  	20191029	20170511	          1.12	--  	--  	22.01	15.10	--  	31.39	13.95	1.79	1.19	5.18	4.57	2.69	4.45	11.52	7.55	1.90	-0.07	1.89	1.51	1.51	1.55	8.50	2.59	-1.39	8769.00	          4765	10.85万	-16.05	0.42	          1.69	9.85	2.21	0.00	1.344㈢	         13.48	0.00	          3.97	          7.59	          2.31	         68.61	   9.97㈢	         34.48	         16.47	         13.07	0.59	1143	603086	--  	--  	--  	
000050	深天马Ａ	2.23	17.90	0.40	18.30	18.30	0	0	--  	--  	--  	--  	--  	17.90	    26.60	0	  0.50	元器件	深圳	0.00	17.90	0	0	--  	1234	1234	-890	2258200	--  	--  	--  	         18.29	        327.37亿	        366.61亿	  0.00	      0	--  	--  	-1	4.26	5.05	23.19	9.88	--  	        152.69亿	49.37	39.61	1.04	-- -- 				2.23	--  	--  	2.23	--  	--  	--  	--  	20200217	19950315	         20.48	--  	--  	649.72	269.26	--  	58.56	165.53	291.99	20.71	213.35	27.43	73.26	210.82	234.22	196.09	11.39	-0.00	11.55	10.34	10.34	5.45	36.47	25.43	6.10	85721.00	          9951	17.81万	-15.03	7.74	          1.36	14.42	1.57	0.39	0.505㈢	         13.15	0.00	         10.29	          1.78	          1.24	         41.44	   3.84㈢	         16.28	          4.86	          4.41	13.30	40513	000050	--  	--  	--  	
000333	美的集团	2.23	54.28	1.21	55.49	55.49	0	0	--  	--  	--  	--  	--  	54.28	    13.35	0	  2.08	家用电器	广东	0.00	54.28	0	0	--  	2713	2713	694	15054399	--  	--  	--  	         68.25	       3704.56亿	       3793.60亿	  0.00	      0	--  	--  	-1	1.40	-9.02	-5.02	-6.82	--  	       2503.86亿	16.04	18.75	0.93	-- -- 				2.23	--  	--  	2.23	--  	--  	--  	--  	20200222	19931112	         69.89	--  	--  	2852.89	982.41	         61.21	63.42	2000.87	214.57	157.83	1294.06	240.05	202.60	192.58	2209.18	1566.53	261.08	1.83	263.54	223.60	213.16	205.98	711.87	297.90	64.94	200887.00	         22962	124.64万	19.08	7.37	          3.85	12.73	1.72	2.26	3.200㈢	         14.11	14.11	          2.76	         10.19	          4.26	         34.44	  21.70㈢	         29.09	         11.82	          9.65	69.94	114765	000333	--  	--  	--  	
601718	际华集团	2.23	4.04	0.09	4.13	4.13	0	0	--  	--  	--  	--  	--  	4.04	   303.78	0	  1.42	服饰	北京	0.00	4.04	0	0	--  	4342	4342	-987	1793200	--  	--  	--  	         43.92	        177.42亿	        177.42亿	  0.00	      0	--  	--  	-1	-2.65	24.31	30.32	23.93	--  	         81.60亿	--  	--  	0.00	-- -- 				2.23	--  	--  	2.23	--  	--  	--  	--  	20200213	20100816	         43.92	--  	--  	318.86	179.66	          1.76	43.10	179.93	40.50	42.91	71.15	60.18	37.93	80.48	149.96	136.65	0.89	0.60	1.05	0.52	0.44	-0.72	53.27	-6.86	13.19	150723.00	         13401	5.41万	-74.29	-9.23	          0.99	-25.85	1.18	0.25	0.010㈢	          4.09	0.00	          1.83	          1.21	         -0.16	         56.34	   0.24㈢	          8.87	          0.59	          0.29	1.94	26642	601718	--  	--  	--  	
600577	精达股份	2.22	3.16	0.07	3.23	3.23	0	0	--  	--  	--  	--  	--  	3.16	    14.79	0	  1.68	电气设备	安徽	0.00	3.16	0	0	--  	4795	4795	-827	1548800	--  	--  	--  	         19.21	         60.72亿	         60.72亿	  0.00	      0	--  	--  	1	13.26	12.86	21.07	15.75	--  	         40.27亿	16.42	13.88	1.20	上穿BOLL上轨				2.22	--  	--  	2.22	--  	--  	--  	--  	20191025	20020911	         19.21	--  	--  	60.40	34.23	          5.49	34.24	43.76	9.31	1.40	20.08	9.08	18.50	0.03	89.36	80.07	4.70	0.16	4.72	3.80	3.08	2.84	12.92	3.25	3.02	121737.00	         10469	3.31万	-18.02	-3.15	          1.77	18.70	0.68	1.27	0.160㈢	          1.78	0.00	          0.00	          0.67	          0.17	         56.67	   9.00㈢	         10.39	          5.26	          3.45	1.61	3114	600577	--  	--  	--  	
600789	鲁抗医药	2.21	12.19	0.27	12.46	12.46	0	0	--  	--  	--  	--  	--  	12.19	    79.17	0	  0.57	化学制药	山东	0.00	12.19	0	0	--  	3191	3191	283	3976000	--  	--  	--  	          8.52	        103.87亿	        107.30亿	  0.00	      0	--  	--  	1	-2.32	65.40	81.40	69.07	--  	         81.21亿	90.16	66.49	0.00	-- -- 				2.21	--  	--  	2.21	--  	--  	--  	--  	20191031	19970226	          8.80	--  	--  	70.58	30.07	          1.50	55.27	27.59	22.30	3.72	27.62	8.59	5.16	16.25	27.31	19.61	1.13	0.08	1.23	1.07	1.02	0.66	3.51	0.39	-0.05	112796.00	          5906	7.20万	-29.42	15.07	          3.57	272.33	3.93	0.25	0.115㈢	          3.42	0.00	          1.85	          0.40	          0.04	         42.61	   3.38㈢	         28.21	          4.13	          3.72	1.01	6232	600789	--  	--  	--  	
000909	数源科技	2.21	8.59	0.19	8.78	8.78	0	0	--  	--  	--  	--  	--  	8.59	    99.38	0	  2.63	综合类	浙江	0.00	8.59	0	0	--  	1184	1184	-416	1039600	--  	--  	--  	          3.12	         26.83亿	         26.83亿	  0.00	      0	--  	--  	2	3.49	-0.12	12.43	10.41	--  	         14.67亿	91.54	72.68	1.07	-- -- 				2.21	--  	--  	2.21	--  	--  	--  	--  	20200121	19990507	          3.12	--  	--  	34.27	10.65	          2.04	62.97	24.88	0.20	0.06	20.12	8.38	1.90	4.72	7.79	6.09	0.38	-0.02	0.36	0.27	0.20	0.11	2.61	-0.49	0.51	38886.00	          4391	3.77万	-27.31	-39.13	          2.52	-54.60	3.45	0.00	0.065㈢	          3.41	0.00	          1.51	          0.83	         -0.16	         31.07	   1.90㈢	         21.79	          4.84	          2.60	0.27	457	000909	--  	--  	--  	
603025	大豪科技	2.21	9.05	0.20	9.25	9.25	0	0	--  	--  	--  	--  	--  	9.05	    30.14	0	  1.65	IT设备	北京	0.00	9.05	0	0	--  	320	320	-83	296000	--  	--  	--  	          9.16	         82.89亿	         83.82亿	  0.00	      0	--  	--  	5	3.90	-1.42	13.55	-4.44	--  	         14.94亿	33.21	22.68	1.18	-- -- 				2.21	--  	--  	2.21	--  	--  	--  	--  	20191106	20150422	          9.26	--  	--  	19.16	17.51	          0.17	7.75	13.93	1.19	0.07	1.47	2.29	1.96	1.86	7.41	3.95	2.36	0.19	2.46	2.09	2.09	1.81	4.48	2.35	-0.54	20060.00	          8227	7.45万	-35.97	-14.89	          4.77	35.66	11.31	3.30	0.230㈢	          1.90	1.90	          0.20	          0.48	          0.25	         91.38	  11.91㈢	         46.73	         31.89	         28.15	0.83	818	603025	--  	--  	--  	
300445	康斯特	2.21	18.59	0.41	19.00	19.00	0	0	--  	--  	--  	--  	--  	18.59	    42.69	0	  0.86	电器仪表	北京	0.00	18.59	0	0	--  	210	210	390	399000	--  	--  	--  	          0.97	         17.95亿	         30.47亿	  0.00	      0	--  	--  	-1	3.61	11.99	25.02	13.01	--  	         10.82亿	36.57	41.17	1.09	-- -- 				2.21	--  	--  	2.21	--  	--  	--  	--  	20200102	20150424	          1.64	--  	--  	6.09	5.64	         -0.02	7.67	3.60	1.06	0.89	0.38	0.45	0.53	0.45	1.93	0.57	0.63	0.02	0.63	0.52	0.54	0.50	3.16	0.35	-0.70	10560.00	          5511	10.24万	21.07	21.92	          5.40	86.46	15.78	0.81	0.327㈢	          3.44	0.00	          0.28	          1.92	          0.22	         92.61	   9.49㈢	         70.23	         32.48	         27.72	0.22	301	300445	--  	--  	--  	
600422	昆药集团	2.18	11.01	0.24	11.25	11.25	0	0	--  	--  	--  	--  	--  	11.01	    17.46	0	  1.35	中成药	云南	0.00	11.01	0	0	--  	1522	1522	-309	1712300	--  	--  	--  	          7.60	         83.67亿	         83.78亿	  0.00	      0	--  	--  	2	-0.72	1.19	-0.63	2.61	--  	         50.83亿	19.52	24.97	1.13	EXPMA金叉				2.18	--  	--  	2.18	--  	--  	--  	--  	20191217	20001206	          7.61	--  	--  	71.06	40.96	          1.22	40.64	45.51	11.06	3.93	25.42	12.45	13.15	12.09	57.65	29.35	4.50	0.23	4.53	3.68	3.60	3.11	19.25	2.26	-0.12	61195.00	          7545	8.31万	35.15	14.15	          2.05	37.10	1.45	0.91	0.473㈢	          5.38	0.00	          1.59	          2.53	          0.30	         57.64	   8.78㈢	         49.10	          7.80	          6.24	0.36	4121	600422	--  	--  	--  	
